ID,Name,Coordinates,Type,Province
1201,قلعه خواجه,"49.453384632,32.208359725",city,20
524,قلعه رییسی,"50.449288739,31.187786584",city,30
1495,قلعه قاضی,"56.550187381,27.451616096",city,36
331,قلعه گنج,"58.375975169,27.142873231",county,28
1454,قلعه نو,"51.516030961,35.509748319",city,8
1557,قلعه نوعلیا,"60.159294257,35.097237814",city,18
494,قلندرآباد,"59.950724829,35.5992309",city,18
303,قم,"51.045679152,34.692306409",county,26
1042,قمصر,"51.430212749,33.751295861",city,4
556,قنوات,"51.025831426,34.613401521",city,26
777,قهاوند,"49.004133039,34.858911665",city,37
886,قهجاورستان,"51.837276314,32.706968899",city,4
625,قهدریجان,"51.4591362,32.588436161",city,4
953,قهستان,"59.718218503,33.163564694",city,17
174,قوچان,"58.578773131,37.12309657",county,18
1461,قورچی باشی,"49.881138933,33.676486822",city,35
691,قوشچی,"45.039427252,37.990822573",city,2
752,قوشخانه,"57.723013978,37.745345796",city,19
790,قیامدشت,"51.649477449,35.524137821",city,8
695,قیدار,"48.590760995,36.121119175",city,21
1092,قیر,"53.041392397,28.478389031",city,24
286,قیروکارزین,"52.908938153,28.340826529",county,24
1280,کاج,"50.582740023,32.058603169",city,16
1019,کاخک,"58.646098761,34.146821122",city,18
919,کارچان,"49.932485086,34.103835304",city,35
1084,کارزین,"53.105908705,28.409227967",city,24
211,کارون,"48.634261509,31.072693081",county,20
937,کاریز,"60.823365692,34.8114497",city,18
287,کازرون,"51.714497265,29.470014049",county,24
70,کاشان,"51.281865943,33.922390947",county,4
175,کاشمر,"58.552819395,35.224867993",county,18
1439,کاظم آباد,"56.847096419,30.563996296",city,28
1099,کاکی,"51.529036637,28.342224336",city,7
702,کامفیروز,"52.19461027,30.322122437",city,24
1548,کامووچوگان,"51.267161819,33.622418549",city,4
312,کامیاران,"46.917954968,34.952027596",county,27
1794,کانی دینار,"46.20877957,35.466798117",city,27
1073,کانی سور,"45.748893851,36.057528775",city,27
453,کبودرآهنگ,"48.368108648,35.369962264",county,37
1216,کتالم وسادات شهر,"50.715204937,36.879008585",city,34
1537,کجور,"51.732117054,36.382475719",city,34
1094,کدکن,"58.878498273,35.587108796",city,18
84,کرج,"51.147983167,35.96089371",county,5
212,کرخه,"48.372723216,31.858014125",county,20
1297,کردکندی,"56.47,32.01",city,1
365,کردکوی,"54.200860167,36.685481044",county,31
1390,کرسف,"48.505349762,36.046166408",city,21
1531,کرفس,"49.297732282,35.362849713",city,37
1139,کرکوند,"51.447222509,32.343674692",city,4
569,کرگان,"56.47,32.01",city,36
332,کرمان,"58.136559163,30.343522581",county,28
347,کرمانشاه,"47.011607241,34.295394097",county,29
1489,کرند,"56.47,32.01",city,31
1552,کرندغرب,"46.248485607,34.270045292",city,29
1729,کره ای,"53.717925487,30.032970943",city,24
822,کشاورز,"46.352128,36.835270603",city,2
949,کشکسرای,"45.561097925,38.459267032",city,1
1426,کشکوئیه,"56.592865879,28.966246666",city,28
176,کلات,"59.900674572,36.836478586",county,18
544,کلاته,"54.143727895,36.35334405",city,22
901,کلاته خیج,"55.298893038,36.672704182",city,22
588,کلاچای,"50.395842466,37.077718555",city,32
1569,کلارآباد,"51.257325849,36.687230007",city,34
415,کلاردشت,"51.076458951,36.446265282",county,34
366,کلاله,"55.574406522,37.556102683",county,31
1352,کلمه,"51.458320878,28.941293303",city,7
1179,کلوانق,"47.002747605,38.104677877",city,1
730,کلور,"48.720474517,37.387525924",city,3
13,کلیبر,"47.135138674,38.928703395",county,1
1061,کلیشادوسودرجان,"51.532449041,32.547545089",city,4
906,کمالشهر,"50.877807337,35.864967689",city,5
1234,کمشچه,"51.811365777,32.910864095",city,4
1242,کمه,"51.594184695,31.066172972",city,4
432,کمیجان,"49.317021848,34.723205648",county,35
740,کنار تخته,"51.390094133,29.525520852",city,24
252,کنارک,"59.825472951,25.631167993",county,23
1513,کندر,"58.151344603,35.212172215",city,18
856,کنگ,"54.934687247,26.601950263",city,36
104,کنگان,"52.259591121,27.752692368",county,7
348,کنگاور,"47.911368413,34.480626248",county,29
1498,کهریزسنگ,"51.473223904,32.634264746",city,4
1621,کهریزک,"51.358784531,35.51895595",city,8
1196,کهک,"56.47,32.01",county,26
356,کهگیلویه,"50.486759405,31.048165893",county,30
984,کهن آباد,"52.520758486,35.222322165",city,22
333,کهنوج,"57.642520947,27.88966885",county,28
288,کوار,"52.713557436,29.223907735",county,24
1759,کوپن,"51.286765674,30.334697603",city,24
1136,کوت سیدنعیم,"48.383092479,31.456949572",city,20
1342,کوت عبدالله,"48.661958924,31.231615568",city,20
47,کوثر,"48.272435733,37.706855128",county,3
1507,کوچصفهان,"49.771031386,37.278204985",city,32
1032,کوخردهرنگ,"56.47,32.01",city,36
1257,کورائیم,"48.236125265,37.953474336",city,3
1107,کوره,"56.47,32.01",city,24
1283,کوره فرنگی,"56.47,32.01",city,8
1421,کوزران,"46.600260622,34.495202076",city,29
1816,کوزه کنان,"45.580372579,38.192066557",city,1
1271,کوشک,"51.495411366,32.636164185",city,4
1503,کوشکنار,"52.868039019,27.259263096",city,36
1102,کومله,"50.175798492,37.150021817",city,32
289,کوه چنار,"51.702099139,29.784961899",county,24
334,کوهبنان,"56.27199573,31.332579414",county,28
1185,کوهپایه,"56.47,32.01",county,4
399,کوهدشت,"47.381576093,33.551159399",county,33
136,کوهرنگ,"50.037276238,32.418267394",county,16
958,کوهسار,"50.777112802,35.950034998",city,5
503,کوهستک,"57.027154497,26.801553184",city,36
177,کوهسرخ,"58.440816514,35.570860032",county,18
1589,کوهنانی,"47.326330076,33.4025612",city,33
1200,کوهنجان,"52.960004045,29.231088587",city,24
1844,کوهی خیل,"52.905804127,36.687659939",city,34
693,کوهیچ,"54.170632306,27.193361626",city,36
936,کوهین,"49.65892167,36.371897712",city,25
137,کیار,"50.792411568,31.904903875",county,16
538,کیاسر,"53.540035809,36.238541196",city,34
1744,کیاشهر,"49.945542568,37.420467683",city,32
1629,کیاکلا,"52.812374413,36.57590528",city,34
1005,کیان,"50.890200027,32.283141232",city,16
1875,کیانشهر,"56.381762788,31.153554478",city,28
1625,کیش,"53.97953392,26.534861443",city,36
1675,کیلان,"52.168034479,35.550743376",city,8
367,گالیکش,"55.679031412,37.327667669",county,31
1457,گتاب,"52.655019314,36.424888894",city,34
213,گتوند,"48.816676384,32.235829885",county,20
1065,گتیج,"59.139817173,26.722687583",city,23
357,گچساران,"50.744248669,30.303930488",county,30
1465,گراب,"47.236507262,33.474659493",city,33
582,گراب سفلی,"50.897370098,30.942478933",city,30
290,گراش,"53.700846279,27.65203128",county,24
1775,گرگاب,"51.596334968,32.865490651",city,4
368,گرگان,"54.505930112,36.755015827",county,31
1329,گرماب,"48.200311834,35.84923449",city,21
770,گرماب,"56.47,32.01",city,18
486,گرمدره,"51.062740775,35.749021447",city,5
232,گرمسار,"52.174384349,34.942335867",county,22
189,گرمه,"56.245969747,37.156468377",county,19
48,گرمی,"48.066844043,39.022468663",county,3
1347,گروک,"57.09668359,26.587985516",city,36
1821,گزبرخوار,"51.616931827,32.811189076",city,4
527,گزنک,"52.225033492,35.905579288",city,34
898,گزیک,"60.226086449,32.998139388",city,17
924,گشت,"61.952553683,27.788083587",city,23
1166,گل تپه,"48.205985523,35.220740277",city,37
1041,گلباف,"57.731463559,29.884035332",city,28
178,گلبهار,"59.167117592,36.550851007",county,18
71,گلپایگان,"50.379705949,33.45318684",county,4
1410,گلدشت,"51.455305191,32.647961251",city,4
1603,گلزار,"57.046836007,29.71023509",city,28
1561,گلسار,"50.776275175,35.909765155",city,5
1128,گلستان,"51.160875106,35.519920101",city,8
253,گلشن,"62.559483545,27.752037882",county,23
1068,گلشن,"51.752136732,31.930821957",city,4
1138,گلشهر,"50.461650642,33.503649209",city,4
1668,گلگیر,"49.497045183,31.762475323",city,20
1372,گلمکان,"59.158910783,36.482227607",city,18
1267,گلمورتی,"59.44710151,27.480869618",city,23
1337,گله دار,"52.658580734,27.657368212",city,24
416,گلوگاه,"53.80185293,36.717297766",county,34
850,گلیداغ,"55.945821777,37.642222532",city,31
1591,گمیش تپه,"54.076666576,37.070795331",city,31
369,گمیشان,"54.156219814,37.149099839",county,31
179,گناباد,"58.878299536,34.385226501",county,18
105,گناوه,"50.627985075,29.618812146",county,7
370,گنبدکاووس,"55.103352707,37.560141567",county,31
481,گنبکی,"58.86793939,28.714982149",city,28
1526,گندمان,"51.155724467,31.865014247",city,16
656,گهرو,"50.88065965,32.011209412",city,16
1453,گهواره,"46.417438035,34.343567361",city,29
1397,گوجان,"50.542794466,32.245355101",city,16
1572,گودین,"48.079037751,34.507498056",city,29
661,گوراب زرمیخ,"49.220095677,37.306646287",city,32
938,گوریه,"48.754832788,31.854505934",city,20
1715,گوگ تپه,"45.806146593,36.868255741",city,2
1054,گوگان,"45.90823998,37.781605092",city,1
1383,گوگد,"50.354130002,33.474011537",city,4
1182,گوهران,"57.895856863,26.597761469",city,36
724,گیان,"48.24597482,34.176061004",city,37
349,گیلانغرب,"45.971069628,34.068419436",county,29
1793,گیوی,"48.342909754,37.689992243",city,3
955,لاجان,"45.264687786,36.807664549",city,2
1009,لادیز,"56.47,32.01",city,23
963,لار,"54.326663124,27.666023746",city,24
291,لارستان,"54.470718807,27.81170033",county,24
1080,لاریجان,"47.197781137,39.303986296",city,1
1148,لاشار,"56.47,32.01",county,23
1119,لالجین,"48.478623029,34.976692777",city,37
630,لاله زار,"56.811033017,29.527400182",city,28
214,لالی,"49.173926126,32.422081374",county,20
292,لامرد,"53.318543978,27.424700688",county,24
533,لاهرود,"47.829234621,38.497192403",city,3
386,لاهیجان,"50.035569934,37.221755558",county,32
18739,لاهیجان,"56.47,32.01",city,1
1011,لای بید,"50.694291109,33.458548161",city,4
1685,لپویی,"52.662565397,29.796310215",city,24
138,لردگان,"50.85926931,31.416857829",county,16
1541,لشت نشاء,"49.860261136,37.359593321",city,32
1314,لطف آباد,"59.335973649,37.517749224",city,18
992,لطیفی,"54.394077482,27.688973317",city,24
1075,لمزان,"54.888514514,27.045793853",city,36
72,لنجان,"51.226774866,32.389413921",county,4
358,لنده,"50.354535488,30.978671318",county,30
387,لنگرود,"50.118871101,37.126464336",county,32
832,لواسان,"51.636790984,35.817774214",city,8
1130,لوجلی,"57.857932589,37.607397461",city,19
1638,لوشان,"49.509308426,36.630382493",city,32
1173,لولمان,"49.844703299,37.254913439",city,32
931,لومار,"46.812638491,33.56725314",city,6
1114,لوندویل,"48.868146318,38.307542841",city,32
1204,لیردف,"58.86242909,25.638759817",city,36
1586,لیسار,"48.908411301,37.958740218",city,32
1015,لیکک,"50.095256503,30.906710666",city,30
1197,لیلان,"56.47,32.01",county,1
1766,مادرسلیمان,"53.175123948,30.19058364",city,24
1481,مادوان,"51.548923029,30.720071495",city,30
1188,مارگون,"56.47,32.01",county,30
613,ماژان,"59.016080025,32.577749753",city,17
861,ماژین,"47.788604218,32.953913149",city,6
388,ماسال,"48.987876912,37.367293926",county,32
476,ماسوله,"48.990226934,37.154991528",city,32
1782,ماکلوان,"49.193520918,37.191879373",city,32
37,ماکو,"44.59559507,39.454059443",county,2
1482,مال خلیفه,"51.27094591,31.287813168",city,16
738,مالوجه,"56.47,32.01",city,27
1178,مامونیه,"50.489918886,35.307771667",city,35
1264,مانه,"56.47,32.01",county,19
929,ماهان,"57.287918218,30.056974407",city,28
1583,ماهدشت,"50.808168662,35.728979925",city,5
226,ماهنشان,"47.593841302,36.648695842",county,21
1146,مبارک آباد,"53.328954235,28.359115728",city,24
1769,مبارک شهر,"46.061569647,37.18131936",city,1
73,مبارکه,"51.513074157,32.284451247",county,4
553,مجن,"54.647990881,36.479449594",city,22
12812,مجومرد,"56.47,32.01",city,38
433,محلات,"50.427423865,33.907627807",county,35
514,محمدآباد,"61.462741316,30.884511282",city,23
1771,محمدآباد,"52.096537027,32.316516337",city,4
1263,محمدآباد,"59.019436357,28.649473705",city,28
1847,محمدان,"60.554871528,27.201339551",city,23
1110,محمدشهر,"59.017656934,32.875606348",city,17
1693,محمدشهر,"50.898977657,35.749009328",city,5
586,محمدی,"62.385115399,27.321582889",city,23
1870,محمدیار,"45.51568407,36.980827491",city,2
1438,محمدیه,"50.184437133,36.227792365",city,25
729,محمله,"53.058471205,27.78082666",city,24
417,محمودآباد,"52.327427631,36.602660264",county,34
1004,محمودآباد,"46.517990809,36.716661325",city,2
575,محمودآبادنمونه,"49.901716978,36.29321557",city,25
666,محی آباد,"57.151730211,30.082478789",city,28
1140,مرادلو,"47.748666955,38.74652639",city,3
14,مراغه,"46.422078394,37.362003223",county,1
371,مراوه تپه,"55.929401064,37.849006647",county,31
1610,مرجقل,"49.377708872,37.27662252",city,32
479,مردهک,"58.158607472,28.353280291",city,28
821,مرزن آباد,"51.29696648,36.456055363",city,34
1587,مرزی کلا,"52.735839489,36.360547741",city,34
1750,مرگنلر,"44.952775153,39.146687131",city,2
15,مرند,"45.66360859,38.5601334",county,1
293,مرودشت,"52.634843402,30.10937911",county,24
464,مروست,"56.47,32.01",county,38
1427,مریانج,"48.45776664,34.829856944",city,37
313,مریوان,"46.344972453,35.577857053",county,27
813,مزایجان,"53.805911828,30.292231952",city,24
1194,مزدآوند,"60.527257491,36.154938895",city,18
849,مزرج,"56.47,32.01",city,18
1374,مزرعه,"54.857821771,36.954110564",city,31
480,مس سرچشمه,"55.795844388,29.998828279",city,28
215,مسجدسلیمان,"49.311920556,31.948916401",county,20
1514,مسکن مهر فاز2,"56.47,32.01",city,33
1072,مشراگه,"49.437125257,31.010161183",city,20
1096,مشکات,"51.268958031,34.175482677",city,4
484,مشکان,"54.340986952,29.474821361",city,24
697,مشکان,"58.146964022,36.534224454",city,18
1020,مشکین دشت,"50.94309524,35.744653412",city,5
49,مشگین شهر,"47.782040077,38.557486465",county,3
180,مشهد,"59.803780153,36.243791898",county,18
1448,مشهدریزه,"60.514190526,34.79344184",city,18
1449,مصیری,"51.53144986,30.241219888",city,24
1098,مظفری,"56.47,32.01",city,24
713,معزابادجابری,"53.359134248,29.481787835",city,24
1437,معلم کلایه,"50.479156721,36.448888825",city,25
769,معمولان,"47.96184291,33.378078881",city,33
1634,مغانسر,"48.013442464,39.5809745",city,3
1553,ملاثانی,"48.885454119,31.584069569",city,20
111,ملارد,"50.68871663,35.611119597",county,8
454,ملایر,"48.802083682,34.320737207",county,37
1726,ملک آباد,"59.593152992,35.995053038",city,18
16,ملکان,"46.21141288,37.126884534",county,1
94,ملکشاهی,"46.560889373,33.299860861",county,6
294,ممسنی,"51.378862483,30.013750167",county,24
686,ممقان,"45.95940579,37.834854461",city,1
1708,منتظران,"48.384473902,32.268835668",city,20
1749,منج,"50.627079864,31.538645853",city,16
1339,منجیل,"49.405412033,36.728448969",city,32
914,منصوریه,"50.302232409,30.628589857",city,20
498,منظریه,"51.871470838,31.941511427",city,4
335,منوجان,"57.643532191,27.349074609",county,28
181,مه ولات,"58.757975009,34.985168555",county,18
38,مهاباد,"45.740388872,36.671498731",county,2
649,مهاباد,"52.225988409,33.526153272",city,4
1657,مهاجران,"48.61609393,35.080016429",city,37
233,مهدی شهر,"53.399778842,35.887469985",county,22
295,مهر,"52.72338971,27.663231075",county,24
1376,مهر,"46.465471031,33.43105524",city,6
95,مهران,"46.27906822,33.244222331",county,6
1833,مهربان,"47.131452426,38.073856903",city,1
612,مهردشت,"53.349414067,31.032157275",city,38
254,مهرستان,"61.583041543,27.035539898",county,23
18777,مهرگان,"56.47,32.01",city,25
465,مهریز,"54.642673198,31.346717524",county,38
1316,موچش,"47.151188969,35.053201162",city,27
1792,مود,"59.524311881,32.706887387",city,17
1022,مورموری,"47.677128302,32.727663313",city,6
638,موسیان,"47.3771183,32.520593629",city,6
835,مومن آباد,"49.52252803,33.590682313",city,33
234,میامی,"56.050576747,36.616187184",county,22
1191,میان جلگه,"56.47,32.01",county,18
1169,میان راهان,"56.47,32.01",city,29
39,میاندوآب,"46.219255851,37.002601505",county,2
418,میاندورود,"53.257422931,36.601963685",county,34
1229,میانرود,"48.442930559,32.153514635",city,20
1649,میانشهر,"53.857132823,28.718118396",city,24
853,میانکوه,"49.73365793,30.787920991",city,20
17,میانه,"47.728343473,37.466926862",county,1
466,میبد,"53.528346118,31.997155195",county,38
1272,میداود,"49.814715873,31.371351711",city,20
1266,میرآباد,"56.47,32.01",county,2
1268,میرآباد,"46.296492662,34.686496107",city,29
255,میرجاوه,"61.251592448,28.908756607",county,23
547,میلاجرد,"49.218727177,34.621059463",city,35
603,میمند,"52.756222357,28.876405788",city,24
976,میمه,"46.917671375,33.22811908",city,6
690,میمه,"51.177703806,33.438876889",city,4
446,میناب,"57.318113299,26.948311045",county,36
1291,مینادشت,"51.445492808,32.492641904",city,4
372,مینودشت,"55.455435629,37.136446099",county,31
1202,مینوشهر,"48.221939633,30.351467469",city,20
74,نائین,"53.635158477,33.42656633",county,4
1024,نازک علیا,"45.05821266,39.011128952",city,2
12941,ناصرالدین,"56.47,32.01",city,33
1246,ناغان,"50.728857177,31.935846241",city,16
696,نافچ,"50.782600194,32.413433479",city,16
1690,نالوس,"45.146838435,36.982371523",city,2
75,نجف آباد,"51.047242994,32.947486767",county,4
1609,نجف شهر,"55.710550446,29.383495969",city,28
1244,نخل تقی,"52.589395442,27.505219881",city,7
623,ندوشن,"53.54971413,32.029452684",city,38
1656,نراق,"50.837996205,34.009733152",city,35
874,نرجه,"49.608188028,36.000407335",city,25
336,نرماشیر,"58.75952537,29.273650291",county,28
12948,نسر,"56.47,32.01",city,18
1756,نسیم شهر,"51.166946585,35.559175572",city,8
513,نشتارود,"51.044426451,36.739245428",city,34
1420,نشتیفان,"60.17693551,34.432453636",city,18
1686,نصرآباد,"60.316924417,35.418237185",city,18
1018,نصرآباد,"52.062553522,32.279373835",city,4
1430,نصرت آباد,"59.973416345,29.872634689",city,23
1318,نصیرشهر,"51.140292595,35.483288371",city,8
76,نطنز,"51.905839935,33.574288188",county,4
1394,نظام شهر,"58.548049218,28.911636478",city,28
617,نظر کهریزی,"46.762359695,37.348514054",city,1
85,نظرآباد,"50.529296068,35.909232796",county,5
977,نقاب,"57.42435626,36.699405217",city,18
40,نقده,"45.476209526,37.041386209",county,2
1269,نقنه,"51.3292241,31.932415117",city,16
419,نکا,"53.567081327,36.50992039",county,34
900,نگار,"56.800098822,29.861855258",city,28
8685,نگور,"56.47,32.01",city,23
523,نگین شهر,"55.166453194,37.139303502",city,31
604,نلاس,"45.493124555,36.265286382",city,2
50,نمین,"48.466680508,38.392381921",county,3
455,نهاوند,"48.250575845,34.225669438",county,37
149,نهبندان,"59.799883296,31.500373913",county,17
844,نوبران,"49.70907568,35.132626368",city,35
1375,نوبندگان,"53.82443949,28.858505685",city,24
500,نوجین,"52.01471032,29.122616415",city,24
971,نوخندان,"58.988999693,37.517177023",city,18
739,نودان,"51.682046417,29.798017074",city,24
477,نودژ,"57.448633852,27.532738232",city,28
546,نودشه,"46.252919971,35.179463381",city,29
1825,نوده انقلاب,"57.642136185,36.465284961",city,18
578,نوده خاندوز,"55.262857243,37.074989985",city,31
420,نور,"51.913238535,36.281640026",county,34
1864,نور آباد,"51.542502565,30.112235792",city,24
1093,نورآباد,"47.973680213,34.06917676",city,33
996,نوربهار,"48.791272313,35.937132423",city,21
1327,نوسود,"46.203884697,35.163556848",city,29
1255,نوش آباد,"51.439703572,34.080409282",city,4
421,نوشهر,"51.600651138,36.435154397",county,34
1048,نوشین,"45.05066677,37.726416246",city,2
662,نوک آباد,"60.766051591,28.54100357",city,23
1620,نوکنده,"53.913849004,36.739962554",city,31
296,نی ریز,"54.647804889,29.218686464",county,24
1419,نیاسر,"51.152447824,33.972828049",city,4
51,نیر,"48.115117155,37.984004193",county,3
472,نیر,"54.130417611,31.486011122",city,38
182,نیشابور,"58.624591672,36.230678393",county,18
699,نیک آباد,"52.20357995,32.301872183",city,4
256,نیک شهر,"59.927541784,26.342991717",county,23
848,نیکپی,"48.173849369,36.849172096",city,21
1480,نیل شهر,"60.772959025,35.12381695",city,18
493,نیمبلوک,"58.927573525,33.911835",city,17
257,نیمروز,"60.749691817,31.003444458",county,23
1133,نیمور,"50.562874124,33.883078103",city,35
1692,هادی شهر,"52.627057609,36.638540554",city,34
1175,هادیشهر,"45.657485669,38.837084092",city,1
1614,هارونی,"50.569959105,32.390862705",city,16
258,هامون,"61.114746193,30.577947756",county,23
1658,هجدک,"56.997105986,30.759896797",city,28
893,هچیرود,"51.340539198,36.677714569",city,34
654,هرات,"54.372186822,30.050539898",city,38
350,هرسین,"47.453863675,34.340046794",county,29
1590,هرمز,"56.465043722,27.085823295",city,36
77,هرند,"56.47,32.01",county,4
18,هریس,"46.82670127,38.22991925",county,1
1524,هزارکانیان,"46.812270944,35.768160768",city,27
1118,هشتبندی,"57.449709214,27.151178598",city,36
1443,هشتپر,"48.908021253,37.796871971",city,32
1500,هشتجین,"48.326538645,37.370031567",city,3
19,هشترود,"46.908200921,37.427406622",county,1
525,هشتگرد,"50.680295072,35.956945886",city,5
1554,هفت چشمه,"47.765150326,34.209890559",city,33
216,هفتگل,"49.411810994,31.538380564",county,20
1414,هفشجان,"50.791215382,32.225025982",city,16
864,هلشی,"47.092269176,34.113323033",city,29
1183,هلیلان,"56.47,32.01",county,6
1290,هماشهر,"52.083222195,30.111397439",city,24
1476,هماشهر,"55.811089501,29.641411152",city,28
1845,همت آباد,"58.462657798,36.297654264",city,18
456,همدان,"48.802367556,34.825581274",county,37
1877,هندودر,"49.230569984,33.776897141",city,35
217,هندیجان,"49.736794015,30.310939305",county,20
489,هنزا,"57.187027362,29.296963651",city,28
970,هنگویه,"54.010048939,27.068125103",city,36
20,هوراند,"47.384670107,38.847000733",county,1
1055,هوره,"50.852337689,32.561845029",city,16
218,هویزه,"47.948854223,31.306777426",county,20
648,هیدج,"49.137133845,36.261167015",city,21
1206,هیدوچ,"62.110240687,27.001913689",city,23
1302,هیر,"48.505385292,38.07727128",city,3
259,هیرمند,"61.665905911,31.206801564",county,23
1149,واجارگاه,"50.406530149,37.043411767",city,32
764,وایقان,"45.699833034,38.118273938",city,1
1523,وحدتیه,"51.242035473,29.488785248",city,7
1542,وحیدیه,"51.020263454,35.60084778",city,8
126,ورامین,"51.760164272,35.138015386",county,8
1400,وراوی,"53.052713298,27.467364532",city,24
1836,وردنجان,"50.768675057,32.474489308",city,16
21,ورزقان,"46.463870014,38.600825872",county,1
78,ورزنه,"56.47,32.01",county,4
683,ورنامخواست,"51.385900637,32.354147506",city,4
1035,وزوان,"51.183766143,33.41864413",city,4
1344,ونایی,"48.591277609,33.915261745",city,33
1209,ونک,"51.325856345,31.527799513",city,4
1335,ویس,"48.866349413,31.467162247",city,20
745,ویست,"56.47,32.01",city,4
865,ویسیان,"48.030986316,33.488359446",city,33
1264,یاسوج,"51.577123658,30.673781638",city,30
1829,یاسوکند,"47.742379194,36.281156419",city,27
1398,یامچی,"45.645930795,38.518440886",city,1
1562,یان چشمه,"50.726223384,32.669300433",city,16
467,یزد,"54.526379761,31.937039124",county,38
471,یزدان شهر,"56.379122609,30.865554901",city,28
1034,یکه سعود,"56.69183138,38.172168292",city,19
18628,یکه سعود جدید,"56.47,32.01",city,19
18639,ینقاق,"56.47,32.01",city,31
1549,یولاگلدی,"44.817411168,39.284748913",city,2
1673,یونسی,"58.435083877,34.804231457",city,18
